X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.41661005665,34.157809966565,69494,DOE Public Schools,19647336018923,Education,Private and Charter Schools,,Los Angeles Unified,Riverside Drive Charter,13061 Riverside Drive,,Sherman Oaks,CA,,(818) 990-4525,,,,78439,,91423,http://egis3.lacounty.gov/lms/?p=78439,publish,34.15781,-118.41661,2015/11/16 18:53:23+00,kdoucett@lausd.net,,6435633.68733931,1880071.62169482
-118.315600056165,34.0895299664166,69509,DOE Public Schools,19647336019079,Education,Private and Charter Schools,,Los Angeles Unified,Santa Monica Boulevard Community Charter,1022 North Van Ness Avenue,,Los Angeles,CA,,(323) 469-0971,www.smbccs.net,,,78454,,90038,http://egis3.lacounty.gov/lms/?p=78454,publish,34.08953,-118.3156,2015/11/16 18:53:23+00,driddick@fentoncharter.net,,6466114.01647039,1855112.08959298
-118.58820005623,34.1601299664517,69513,DOE Public Schools,19647336019111,Education,Private and Charter Schools,,Los Angeles Unified,Serrania Avenue Charter For Enriched Studies,5014 Serrania Avenue,,Woodland Hills,CA,,(818) 340-6700,www.lausd.k12.ca.us/serrania_el/,,,78458,,91364,http://egis3.lacounty.gov/lms/?p=78458,publish,34.16013,-118.5882,2015/11/16 18:53:23+00,lea9733@lausd.net,,6383728.16943139,1881175.35669206
-118.45568005575,34.1495599664315,69520,DOE Public Schools,19647336019186,Education,Private and Charter Schools,,Los Angeles Unified,Sherman Oaks Elementary School Charter,14755 Greenleaf Street,,Sherman Oaks,CA,,(818) 784-8283,,,,78465,,91403,http://egis3.lacounty.gov/lms/?p=78465,publish,34.14956,-118.45568,2015/11/16 18:53:23+00,michelle.gosuch@lausd.net,,6423800.34355196,1877120.61283307
-118.57519005584,34.2474899666329,69541,DOE Public Schools,19647336019392,Education,Private and Charter Schools,,Los Angeles Unified,Superior Street Elementary School,9756 Oso Avenue,,Chatsworth,CA,,(818) 349-1410,www.superiorstreetschool.com,,,78486,,91311,http://egis3.lacounty.gov/lms/?p=78486,publish,34.24749,-118.57519,2015/11/16 18:53:23+00,jhs0671@lausd.net,,6387845.82983123,1912943.94505765
-118.603700055252,34.0917799665287,69554,DOE Public Schools,19647336019525,Education,Private and Charter Schools,,Los Angeles Unified,Topanga Elementary School Charter,22075 Topanga School Road,,Topanga,CA,,(310) 455-3711,http://topangaelementary.org,,,78499,,90290,http://egis3.lacounty.gov/lms/?p=78499,publish,34.09178,-118.6037,2015/11/16 18:53:23+00,sgedim1@lausd.net,,6378889.77917381,1856329.77777439
-118.545950055661,34.2487199659427,69555,DOE Public Schools,19647336019533,Education,Private and Charter Schools,,Los Angeles Unified,Topeka Charter School For Advanced Studies,9815 Topeka Drive,,Northridge,CA,,(818) 886-2266,,,,78500,,91324,http://egis3.lacounty.gov/lms/?p=78500,publish,34.24872,-118.54595,2015/11/16 18:53:23+00,tdixon1@lausd.net,,6396684.60546072,1913342.27825047
-118.505720056164,34.3056599660761,69569,DOE Public Schools,19647336019673,Education,Private and Charter Schools,,Los Angeles Unified,Van Gogh Charter,17160 Van Gogh Street,,Granada Hills,CA,,(818) 360-2141,,,,78514,,91344,http://egis3.lacounty.gov/lms/?p=78514,publish,34.30566,-118.50572,2015/11/16 18:53:23+00,pmerloni@lausd.net,,6408946.22988756,1933999.92623957
-118.423300056116,34.280989966129,69573,DOE Public Schools,19647336019715,Education,Private and Charter Schools,,Los Angeles Unified,Vaughn Next Century Learning Center,13330 Vaughn Street,,San Fernando,CA,,(818) 896-7461,www.myvaughncharter.com,,,78518,,91340,http://egis3.lacounty.gov/lms/?p=78518,publish,34.28099,-118.4233,2015/11/16 18:53:23+00,azepeda@myvaughncharter.com,,6433798.55583897,1924907.11568506
-118.638680055664,34.1920099668024,69587,DOE Public Schools,19647336019855,Education,Private and Charter Schools,,Los Angeles Unified,Welby Way Charter Elementary School School And Gifted-High Ability Magnet,23456 Welby Way,,West Hills,CA,,(818) 348-1975,www.welbyway.org,,,78532,,91307,http://egis3.lacounty.gov/lms/?p=78532,publish,34.19201,-118.63868,2015/11/16 18:53:23+00,jyoo2@lausd.net,,6368530.88224073,1892870.02982497
-118.430270055793,34.0470799663892,69594,DOE Public Schools,19647336019939,Education,Private and Charter Schools,,Los Angeles Unified,Westwood Charter Elementary School,2050 Selby Avenue,,Los Angeles,CA,,(310) 474-7788,www.westwoodcharter.org,,,78539,,90025,http://egis3.lacounty.gov/lms/?p=78539,publish,34.04708,-118.43027,2015/11/16 18:53:23+00,kflores@lausd.net,,6431328.67462389,1839792.67469381
-118.544500055881,34.1660899666307,69596,DOE Public Schools,19647336019954,Education,Private and Charter Schools,,Los Angeles Unified,Wilbur Charter For Enriched Academics,5213 Crebs Avenue,,Tarzana,CA,,(818) 345-1090,www.lausd.k12.ca.us/wilbur_el,,,78541,,91356,http://egis3.lacounty.gov/lms/?p=78541,publish,34.16609,-118.5445,2015/11/16 18:53:23+00,dplat@lausd.net,,6396959.90018572,1883269.7908234
-118.633260055383,34.1756699660862,69604,DOE Public Schools,19647336020036,Education,Private and Charter Schools,,Los Angeles Unified,Woodlake Elementary School Community Charter,23231 Hatteras Street,,Woodland Hills,CA,,(818) 347-7097,,,,78549,,91367,http://egis3.lacounty.gov/lms/?p=78549,publish,34.17567,-118.63326,2015/11/16 18:53:23+00,mgt6494@lausd.net,,6370132.4285783,1886913.35571472
-118.610340055846,34.1588599668256,69605,DOE Public Schools,19647336020044,Education,Private and Charter Schools,,Los Angeles Unified,Woodland Hills Elementary School Charter For Enriched Studies,22201 San Miguel Street,,Woodland Hills,CA,,(818) 347-9220,www.lausd.k12.ca.us/woodland_hills_el,,,78550,,91364,http://egis3.lacounty.gov/lms/?p=78550,publish,34.15886,-118.61034,2015/11/16 18:53:23+00,axm2368@lausd.net,,6377027.65527339,1880753.12033181
-118.436050056164,34.0534399665788,69619,DOE Public Schools,19647336057988,Education,Private and Charter Schools,,Los Angeles Unified,Emerson Community Charter,1650 Selby Avenue,,Los Angeles,CA,,(310) 234-3100,www.emersonms.org,,,78564,,90024,http://egis3.lacounty.gov/lms/?p=78564,publish,34.05344,-118.43605,2015/11/16 18:53:23+00,daw2423@lausd.net,,6429587.79096656,1842114.72615206
-118.427070056466,34.1623699667319,69635,DOE Public Schools,19647336058150,Education,Private and Charter Schools,,Los Angeles Unified,"Robert A. Millikan Middle School School, Performing Arts Magnet & Science Academy STEM",5041 Sunnyslope Avenue,,Sherman Oaks,CA,,(818) 528-1600,www.lausd.k12.ca.us/millikan_ms/,,,78580,,91423,http://egis3.lacounty.gov/lms/?p=78580,publish,34.16237,-118.42707,2015/11/16 18:53:23+00,jplevack@lausd.net,,6432476.30257797,1881744.35391365
-118.494460055642,34.0547299665381,69644,DOE Public Schools,19647336058267,Education,Private and Charter Schools,,Los Angeles Unified,Paul Revere Charter Middle School,1450 Allenford Avenue,,Los Angeles,CA,,(310) 917-4800,www.paulreverems.com/,,,78589,,90049,http://egis3.lacounty.gov/lms/?p=78589,publish,34.05473,-118.49446,2015/11/16 18:53:23+00,tiannucc@lausd.net,,6411897.44478564,1842666.06888139
-118.645900056018,34.1777499663265,69674,DOE Public Schools,19647336061477,Education,Private and Charter Schools,,Los Angeles Unified,George Ellery Hale Charter Academy,23830 Califa Street,,Woodland Hills,CA,,(818) 313-7400,www.lausd.k12.ca.us/hale_ms,,,78619,,91367,http://egis3.lacounty.gov/lms/?p=78619,publish,34.17775,-118.6459,2015/11/16 18:53:23+00,cmp611821@lausd.net,,6366314.20852447,1887694.61596322
-118.553370056343,34.2507199664851,69680,DOE Public Schools,19647336061543,Education,Private and Charter Schools,,Los Angeles Unified,Alfred B. Nobel Charter Middle School,9950 Tampa Avenue,,Northridge,CA,,(818) 773-4700,http://nobelmiddleschool.us,,,78625,,91324,http://egis3.lacounty.gov/lms/?p=78625,publish,34.25072,-118.55337,2015/11/16 18:53:23+00,dhorowit@lausd.net,,6394446.31564596,1914082.36535297
-118.547700056372,34.2939599664343,69692,DOE Public Schools,19647336071435,Education,Private and Charter Schools,,Los Angeles Unified,Castlebay Lane Charter,19010 Castlebay Lane,,Northridge,CA,,(818) 360-1908,www.lausd.k12.ca.us/castlebay_el/,,,78637,,91326,http://egis3.lacounty.gov/lms/?p=78637,publish,34.29396,-118.5477,2015/11/16 18:53:23+00,victoria.littlejohn@lausd.net,,6396245.46821563,1929808.57372989
-118.463270055688,34.080079966878,69695,DOE Public Schools,19647336094726,Education,Private and Charter Schools,,Los Angeles Unified,Community Magnet Charter Elementary School,11301 Bellagio Road,,Los Angeles,CA,,(310) 476-2281,www.lausd.k12.ca.us/community_el,,,78640,,90049,http://egis3.lacounty.gov/lms/?p=78640,publish,34.08008,-118.46327,2015/11/16 18:53:23+00,csc6721@lausd.net,,6421387.40448022,1851846.31495656
-118.378060055497,33.9684499671292,69696,DOE Public Schools,19647336097927,Education,Private and Charter Schools,,Los Angeles Unified,Open Charter Magnet,5540 West 77th Street,,Los Angeles,CA,,(310) 568-0735,www.opencharter.org/,,,78641,,90045,http://egis3.lacounty.gov/lms/?p=78641,publish,33.96845,-118.37806,2015/11/16 18:53:23+00,arc3329@lausd.net,,6447036.94176371,1811114.22614531
-118.27395005625,34.0111099672282,69711,DOE Public Schools,19647336112536,Education,Private and Charter Schools,,Los Angeles Unified,The Accelerated,4000 South Main Street,,Los Angeles,CA,,(323) 235-6343,www.accelerated.org,,,78656,,90037,http://egis3.lacounty.gov/lms/?p=78656,publish,34.01111,-118.27395,2015/11/16 18:53:23+00,freading@accelerated.org,,6478646.85262513,1826536.64674398
-118.279000056435,33.9499199669462,69714,DOE Public Schools,19647336114912,Education,Private and Charter Schools,,Los Angeles Unified,Watts Learning Center,310 West 95th Street,,Los Angeles,CA,,(323) 754-9900,www.wattslearningcenter.org,,,78659,,90003,http://egis3.lacounty.gov/lms/?p=78659,publish,33.94992,-118.279,2015/11/16 18:53:23+00,kbaptiste@wattslc.org,,6477054.59203014,1804272.61581281
-118.382790056173,34.2795699660523,69716,DOE Public Schools,19647336116750,Education,Private and Charter Schools,,Los Angeles Unified,PUC Community Charter Middle School and PUC Community Charter Early College High School,11500 Eldridge Avenue,,Lakeview Terrace,CA,,(818) 485-0933,www.pucschools.org,,,78661,,91342,http://egis3.lacounty.gov/lms/?p=78661,publish,34.27957,-118.38279,2015/11/16 18:53:23+00,r.alatorre@pucschools.org,,6446033.91128947,1924341.28742039
-118.340080055711,33.9932299665477,69718,DOE Public Schools,19647336117048,Education,Private and Charter Schools,,Los Angeles Unified,View Park Preparatory Accelerated Charter,3751 West 54th Street,,Los Angeles,CA,,(323) 290-6950,http://icefvppes.sharpschool.net/,,,78663,,90043,http://egis3.lacounty.gov/lms/?p=78663,publish,33.99323,-118.34008,2015/11/16 18:53:23+00,kwheeler@icefps.org,,6458583.5036443,1820090.99854606
-118.273440056437,34.0552299664741,69719,DOE Public Schools,19647336117667,Education,Private and Charter Schools,,Los Angeles Unified,Camino Nuevo Charter Academy,697 South Burlington Avenue,,Los Angeles,CA,,(213) 413-4245,www.caminonuevo.org,,,78664,,90057,http://egis3.lacounty.gov/lms/?p=78664,publish,34.05523,-118.27344,2015/11/16 18:53:23+00,mark.healy@caminonuevo.org,,6478845.09041764,1842592.30820215
-118.588270055692,34.2067999660618,69721,DOE Public Schools,19647336119044,Education,Private and Charter Schools,,Los Angeles Unified,Multicultural Learning Center,7510 DeSoto Avenue,,Canoga Park,CA,,(818) 716-5783,www.mlccharter.org,,,78666,,91303,http://egis3.lacounty.gov/lms/?p=78666,publish,34.2068,-118.58827,2015/11/16 18:53:23+00,gayle@mlccharter.org,,6383806.39040355,1898159.24792106
-118.563000055728,34.1657199660871,69723,DOE Public Schools,19647336119531,Education,Private and Charter Schools,,Los Angeles Unified,CHIME Institute's Schwarzenegger Community,19722 Collier Street,,Woodland Hills,CA,,(818) 346-5100,www.chimeinstitute.org,,,78668,,91364,http://egis3.lacounty.gov/lms/?p=78668,publish,34.16572,-118.563,2015/11/16 18:53:23+00,jennifer.hill@chimeinstitute.org,,6391362.98158956,1883165.97246148
-118.278970056323,34.0373199667178,69724,DOE Public Schools,19647336119903,Education,Private and Charter Schools,,Los Angeles Unified,Downtown Value,950 West Washington Boulevard,,Los Angeles,CA,,(213) 748-8868,,,,78669,,90015,http://egis3.lacounty.gov/lms/?p=78669,publish,34.03732,-118.27897,2015/11/16 18:53:23+00,achavez@valueschools.com,,6477151.96355455,1836079.13684531
-118.530690055675,34.2009099666417,69725,DOE Public Schools,19647336119945,Education,Private and Charter Schools,,Los Angeles Unified,Magnolia Science Academy,18238 Sherman Way,,Reseda,CA,,(818) 609-0507,http://msa1.magnoliapublicschools.org/,,,78670,,91335,http://egis3.lacounty.gov/lms/?p=78670,publish,34.20091,-118.53069,2015/11/16 18:53:23+00,msahin@magnoliapublicschools.org,,6401204.26538464,1895918.90036765
-118.219810056144,34.0412499669355,69726,DOE Public Schools,19647336120471,Education,Private and Charter Schools,,Los Angeles Unified,Puente Charter,501 South Boyle Avenue,,Los Angeles,CA,,(323) 780-8900,,,,78671,,90033,http://egis3.lacounty.gov/lms/?p=78671,publish,34.04125,-118.21981,2015/11/16 18:53:23+00,karenc@puente.org,,6495078.51464364,1837464.86931007
-118.236680056085,34.0349899665032,69727,DOE Public Schools,19647336120489,Education,Private and Charter Schools,,Los Angeles Unified,Para Los Ninos Charter,1617 East Seventh Street,,Los Angeles,CA,,(213) 239-6605,www.paralosninos.org/pp/com.php/page/p/charter_school,,,78672,,90021,http://egis3.lacounty.gov/lms/?p=78672,publish,34.03499,-118.23668,2015/11/16 18:53:23+00,sacuna@paralosninos.org,,6489962.36444288,1835198.34300323
-118.329240055907,33.9971799670793,69731,DOE Public Schools,19647336121081,Education,Private and Charter Schools,,Los Angeles Unified,View Park Preparatory Accelerated Charter Middle School,5010 11th Avenue,,Los Angeles,CA,,(323) 290-6970,http://icefvppms.sharpschool.net/,,,78676,,90043,http://egis3.lacounty.gov/lms/?p=78676,publish,33.99718,-118.32924,2015/11/16 18:53:23+00,lmcgee@icefps.org,,6461874.07744372,1821517.53768773
-118.101220057367,34.5800999660076,69863,DOE Public Schools,19648570112714,Education,Private and Charter Schools,,Palmdale Elementary,Antelope Valley Learning Academy,"1601 Palmdale Boulevard, Suite C",,Palmdale,CA,,(661) 952-6028,www.avlearning.org,,,78808,,93550,http://egis3.lacounty.gov/lms/?p=78808,publish,34.5801,-118.10122,2015/11/16 18:53:23+00,ewade@avlearning.org,,6531202.99784072,2033505.66521981
-118.093900057348,34.5735199663421,69866,DOE Public Schools,19648570125377,Education,Private and Charter Schools,,Palmdale Elementary,Palmdale Aerospace Academy,38060 20th Street East,,Palmdale,CA,,(661) 273-3680,www.tpaa.org,,,78811,,93550,http://egis3.lacounty.gov/lms/?p=78811,publish,34.57352,-118.0939,2015/11/16 18:53:23+00,lherman@tpaa.org,,6533404.08759864,2031108.89835981
-118.062540057207,34.5597199663292,69889,DOE Public Schools,19648576119580,Education,Private and Charter Schools,,Palmdale Elementary,Guidance Charter,37230 37th Street East,,Palmdale,CA,,(661) 285-1600,www.thegcs.org,,,78834,,93550,http://egis3.lacounty.gov/lms/?p=78834,publish,34.55972,-118.06254,2015/11/16 18:53:23+00,kamal@thegcs.org,,6542841.10022064,2026079.38774957
-118.158440057119,34.1982699668456,69930,DOE Public Schools,19648810113464,Education,Private and Charter Schools,,Pasadena Unified,Aveson Global Leadership Academy,575 West Altadena Drive,,Altadena,CA,,(626) 797-1438,www.aveson.org,,,78875,,91001,http://egis3.lacounty.gov/lms/?p=78875,publish,34.19827,-118.15844,2015/11/16 18:53:23+00,aveson@aveson.org,,6513760.7102188,1894572.32103981
-118.111790056295,34.191869967057,69931,DOE Public Schools,19648810113472,Education,Private and Charter Schools,,Pasadena Unified,Aveson School of Leaders,1919 East Pinecrest Drive,,Altadena,CA,,(626) 797-1438,www.aveson.org,,,78876,,91001,http://egis3.lacounty.gov/lms/?p=78876,publish,34.19187,-118.11179,2015/11/16 18:53:23+00,aveson@aveson.org,,6527864.29585671,1892224.28603773
-118.134800057222,34.204489966292,69932,DOE Public Schools,19648810113894,Education,Private and Charter Schools,,Pasadena Unified,Pasadena Rosebud Academy,3544 North Canon Boulevard,,Altadena,CA,,(626) 797-7704,http://rosebudacademy.com,,,78877,,91001,http://egis3.lacounty.gov/lms/?p=78877,publish,34.20449,-118.1348,2015/11/16 18:53:23+00,shawnbrum@msn.com,,6520912.08305514,1896825.4625309
-118.092750057018,34.1476399671089,69934,DOE Public Schools,19648810118075,Education,Private and Charter Schools,,Pasadena Unified,Learning Works,90 North Daisy Avenue,,Pasadena,CA,,(626) 564-2871,www.learningworkscharter.com,,,78879,,91107,http://egis3.lacounty.gov/lms/?p=78879,publish,34.14764,-118.09275,2015/11/16 18:53:23+00,mikala@publicworksinc.org,,6533607.26337339,1876122.3346459
-118.134800057222,34.204489966292,69936,DOE Public Schools,19648810128017,Education,Private and Charter Schools,,Pasadena Unified,Pasadena Rosebud Academy Middle School,3544 North Canon Boulevard,,Altadena,CA,,(626) 797-7704,www.pasadenarosebudacademy.com,,,78881,,91001,http://egis3.lacounty.gov/lms/?p=78881,publish,34.20449,-118.1348,2015/11/16 18:53:23+00,shawnbrum@msn.com,,6520912.08305514,1896825.4625309
-117.72075005779,34.0614499677166,69965,DOE Public Schools,19649070115170,Education,Private and Charter Schools,,Pomona Unified,School of Extended Educational Options,"1460 East Holt Avenue, Street 100",,Pomona,CA,,(909) 397-4900 x2471,www.pusd.org/seeo,,,78910,,91767,http://egis3.lacounty.gov/lms/?p=78910,publish,34.06145,-117.72075,2015/11/16 18:53:23+00,tom.sweeney@pusd.org,,6646249.12798423,1844860.72525322
-117.753500057805,34.0868999674882,69993,DOE Public Schools,19649076021984,Education,Private and Charter Schools,,Pomona Unified,La Verne Science and Technology Charter,250 West La Verne Avenue,,Pomona,CA,,(909) 397-4684,www.pusd.org,,,78938,,91767,http://egis3.lacounty.gov/lms/?p=78938,publish,34.0869,-117.7535,2015/11/16 18:53:23+00,dolores.lobaina@pusd.org,,6636307.16755322,1854096.49647981
-118.78859005532,34.2763799663383,70114,DOE Public Schools,19650940112706,Education,Private and Charter Schools,,West Covina Unified,California Virtual Academy @ Los Angeles,"2360 Shasta Way, Unit A",,Simi Valley,CA,,(805) 581-0202,www.caliva.org,,,79059,,93065,http://egis3.lacounty.gov/lms/?p=79059,publish,34.27638,-118.78859,2015/11/16 18:53:23+00,kabston@k12.com,,6323439.20470773,1923894.7056364
-118.78859005532,34.2763799663383,70117,DOE Public Schools,19650940125393,Education,Private and Charter Schools,,West Covina Unified,Insight @ Los Angeles,"2360 Shasta Way, Suite A",,Simi Valley,CA,,(805) 581-0202,www.caliva.org,,,79062,,93065,http://egis3.lacounty.gov/lms/?p=79062,publish,34.27638,-118.78859,2015/11/16 18:53:23+00,kabston@caliva.org,,6323439.20470773,1923894.7056364
-117.959600056662,34.0625199672422,70128,DOE Public Schools,19650946023527,Education,Private and Charter Schools,,West Covina Unified,San Jose Charter Academy,2021 West Alwood Street,,West Covina,CA,,(626) 856-1693,,,,79073,,91790,http://egis3.lacounty.gov/lms/?p=79073,publish,34.06252,-117.9596,2015/11/16 18:53:23+00,denise.patton@sjcharter.com,,6573906.4757538,1845135.08789347
-118.552800056462,34.4158399664833,70170,DOE Public Schools,19651360114439,Education,Private and Charter Schools,,William S. Hart Union High,Mission View Public,26334 Citrus Street,,Santa Clarita,CA,,(661) 200-5995 x6001,www.missionview.org,,,79115,,91355,http://egis3.lacounty.gov/lms/?p=79115,publish,34.41584,-118.5528,2015/11/16 18:53:23+00,btoomey@learn4life.org,,6394949.02986364,1974170.81702623
-118.624780056526,34.4501599656013,70171,DOE Public Schools,19651360117234,Education,Private and Charter Schools,,William S. Hart Union High,Santa Clarita Valley International,"28060 Hasley Canyon Road, Suite 200",,Castaic,CA,,(661) 705-4820,www.scvcharterschool.org,,,79116,,91384,http://egis3.lacounty.gov/lms/?p=79116,publish,34.45016,-118.62478,2015/11/16 18:53:23+00,kimberlee.shaw@scvi-k12.org,,6373318.17155063,1986787.49782956
-118.57923005661,34.4459899662072,70172,DOE Public Schools,19651360121731,Education,Private and Charter Schools,,William S. Hart Union High,"Albert Einstein Academy for Letters, Arts and Sciences",28141 Kelly Johnson Parkway,,Santa Clarita,CA,,(661) 702-0755,http://ealas.org,,,79117,,91355,http://egis3.lacounty.gov/lms/?p=79117,publish,34.44599,-118.57923,2015/11/16 18:53:23+00,edward.gika@ealas.org,,6387041.20709664,1985187.7306879
-118.078680057108,34.1521599665679,70180,DOE Public Schools,19651361996263,Education,Private and Charter Schools,,William S. Hart Union High,Opportunities for Learning - Santa Clarita,"320 North Halstead Street, Suite 200",,Pasadena,CA,,(661) 424-1337,www.emsofl.com,,,79125,,91107,http://egis3.lacounty.gov/lms/?p=79125,publish,34.15216,-118.07868,2015/11/16 18:53:23+00,jfranco@emsofl.com,,6537865.66364922,1877763.61449981
-118.330420056319,34.0028199666059,70189,DOE Public Schools,19734370132845,Education,Private and Charter Schools,,Compton Unified,Today's Fresh Start-Compton,4476 Crenshaw Boulevard,,Los Angeles,CA,,(323) 293-9826,www.todaysfreshstartcharterschool.org,,,79134,,90043,http://egis3.lacounty.gov/lms/?p=79134,publish,34.00282,-118.33042,2015/11/16 18:53:23+00,todaysfreshstart@aol.com,,6461523.15458913,1823571.21172997
-118.78859005532,34.2763799663383,70270,DOE Public Schools,19734520120600,Education,Private and Charter Schools,,Rowland Unified,iQ Academy California-Los Angeles,2360 Shasta Way Suite A,,Simi Valley,CA,,(888) 997-4722,http://losangeles.iqacademyca.com/,,,79215,,93065,http://egis3.lacounty.gov/lms/?p=79215,publish,34.27638,-118.78859,2015/11/16 18:53:23+00,chenson@k12.com,,6323439.20470773,1923894.7056364
-118.09099005688,34.0968499668542,70322,DOE Public Schools,19752911996016,Education,Private and Charter Schools,,San Gabriel Unified,Options for Youth San Gabriel,"405 South San Gabriel Boulevard, Suite A",,San Gabriel,CA,,(626) 921-8200,www.ofy.org,,,79267,,91776,http://egis3.lacounty.gov/lms/?p=79267,publish,34.09685,-118.09099,2015/11/16 18:53:23+00,jfranco@ofy.org,,6534123.05007146,1857638.4346059
-118.309140055647,33.9908299673349,70330,DOE Public Schools,19753090127100,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,Assurance Learning Academy,5701 South Western Avenue,,Los Angeles,CA,,(661) 272-1225,www.learn4life.org,,,79275,,90062,http://egis3.lacounty.gov/lms/?p=79275,publish,33.99083,-118.30914,2015/11/16 18:53:23+00,jmartineau@avlearning.org,,6467959.4809553,1819187.30612773
-118.196990057234,34.4731299659357,70331,DOE Public Schools,19753090129411,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,SCALE Leadership Academy,32248 Crown Valley Road,,"Acton, CA",CA,,(626) 241-3057,www.scaleacademy.org,,,79276,,93510,http://egis3.lacounty.gov/lms/?p=79276,publish,34.47313,-118.19699,2015/11/16 18:53:23+00,lwynder@scaleacademy.org,,6502299.87060772,1994619.58879264
-118.162360056744,34.4907099663523,70332,DOE Public Schools,19753090129742,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,Inspire Charter School,33323 Santiago Road,,Acton,CA,,(661) 269-2214,www.inspireschools.org,,,79277,,93510,http://egis3.lacounty.gov/lms/?p=79277,publish,34.49071,-118.16236,2015/11/16 18:53:23+00,cris@inspireschools.org,,6512747.26572339,2000998.67577198
-118.515070056181,34.1721299665072,70333,DOE Public Schools,19753090130773,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,Academy of Arts and Sciences: Los Angeles (K-8),17500 Burbank Blvd,,Encino,CA,,(855) 937-4227,www.aascalifornia.org,,,79278,,91361,http://egis3.lacounty.gov/lms/?p=79278,publish,34.17213,-118.51507,2015/11/16 18:53:23+00,julie.troletti@aascalifornia.org,,6405873.61365747,1885420.90627182
-118.515070056181,34.1721299665072,70334,DOE Public Schools,19753090130781,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,Academy of Arts and Sciences: Los Angeles (9-12),17500 Burbank Blvd,,Encino,CA,,(855) 937-4227,www.aascalifornia.org,,,79279,,91316,http://egis3.lacounty.gov/lms/?p=79279,publish,34.17213,-118.51507,2015/11/16 18:53:23+00,julie.troletti@aascalifornia.org,,6405873.61365747,1885420.90627182
-118.326540056729,34.4949099663864,70335,DOE Public Schools,19753090130955,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,Mosaica Online Academy of Los Angeles,33319 Agua Dulce Canyon Road,,Agua Dulce,CA,,(951) 250-4553,www.caeagles.org/,,,79280,,91390,http://egis3.lacounty.gov/lms/?p=79280,publish,34.49491,-118.32654,2015/11/16 18:53:23+00,tkirkpatrick@mosaicaeducation.com,,6463280.8958243,2002647.45068964
-118.332630056319,34.4875999662114,70336,DOE Public Schools,19753090131201,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,"Albert Einstein Academy for Letters, Arts & Sciences - Aqua Dulce Partnership Academy",11311 Frascati Street,,Agua Dulce,CA,,(661) 268-1660,www.ealas.org,,,79281,,91390,http://egis3.lacounty.gov/lms/?p=79281,publish,34.4876,-118.33263,2015/11/16 18:53:23+00,tammy.kirkpatrick@ealas.org,,6461437.12785831,1999993.20895089
-118.251570056635,34.0450499670102,70337,DOE Public Schools,19753090131383,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,SIATech Academy South,634 South Spring Street,,Los Angeles,CA,,(760) 945-1227,www.siatech.org,,,79282,,90014,http://egis3.lacounty.gov/lms/?p=79282,publish,34.04505,-118.25157,2015/11/16 18:53:23+00,linda.dawson@siatech.org,,6485460.24811906,1838870.31991123
-118.133180056823,34.1485399672247,70338,DOE Public Schools,19753090131540,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,Method Schools K-8,"155 North Lake Avenue, 8th Floor",,Pasadena,CA,,(760) 224-0758,http://methodschools.org/,,,79283,,91101,http://egis3.lacounty.gov/lms/?p=79283,publish,34.14854,-118.13318,2015/11/16 18:53:23+00,jessica@methodschools.org,,6521374.93088272,1876463.60791348
-118.133180056823,34.1485399672247,70339,DOE Public Schools,19753090131557,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,Method Schools High School,"155 North Lake Avenue, 8th Floor",,Pasadena,CA,,(760) 224-0758,http://methodschools.org/,,,79284,,91101,http://egis3.lacounty.gov/lms/?p=79284,publish,34.14854,-118.13318,2015/11/16 18:53:23+00,jessica@methodschools.org,,6521374.93088272,1876463.60791348
-118.624840056305,34.4516299660892,70340,DOE Public Schools,19753090131987,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,iLEAD Innovation Studios,28050 Hasley Canyon Road,,Castaic,CA,,(800) 925-1502,http://ileadschools.org/,,,79285,,91384,http://egis3.lacounty.gov/lms/?p=79285,publish,34.45163,-118.62484,2015/11/16 18:53:23+00,dawn.evenson@ileadschools.org,,6373303.40911298,1987322.56434473
-118.54912005602,34.3904999658933,70341,DOE Public Schools,19753090132191,Education,Private and Charter Schools,,Acton-Agua Dulce Unified,"Albert Einstein Academy for Letters, Arts and Sciences-STEAM",25443 Orchard Village Road,,Valencia,CA,,(661) 200-3194,www.ealas.org,,,79286,,91355,http://egis3.lacounty.gov/lms/?p=79286,publish,34.3905,-118.54912,2015/11/16 18:53:23+00,michael.fishler@ealas.org,,6396008.50838771,1964943.13535039
